Machine,Sub_Machine,.,Task_Description,Task_Code,Estimated_mins,Crew,Period_freq,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
B3 0.BELT LUBRICATION,الفستونـة,9,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT LUBRICATION,الفستونـة,10,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3 0.BELT LUBRICATION,الوايندر,11,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3 0.BELT LUBRICATION,الوايندر,12,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,حجرة السلك,1,تغيير بلى شبابيك السلك الصغيرة,440,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3 0.BELT.2 MECHANICAL,حجرة السلك,2,التأكد من عمل فرامل بكرات الصف A بكفاءة,450,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,حجرة السلك,3,تغيير ما يلزم فى فرامل بكرات الصف A,460,120,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,حجرة السلك,4,التأكد من عمل فرامل بكرات الصف B بكفاءة,450,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,حجرة السلك,5,تغيير ما يلزم فى فرامل بكرات الصف B,460,120,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,الاكسترودر,6,معالجة اى تسريب زيت من الجيربوكس,310,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
B3 0.BELT.2 MECHANICAL,الاكسترودر,7,معالجة أى تسريب مياه من روتارى جوينت الاكسترودر,360,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,الاكسترودر,8,التأكد من عمل Driving Coupling بكفاءة,380,45,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,الاكسترودر,9,التأكد من عمل الثرموريجيوليشن,470,60,2,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
B3 0.BELT.2 MECHANICAL,الاكسترودر,10,معالجة أى تسريب مياه من الثرموريجيوليشن,360,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,خط تصنيع الزيرو,1,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,خط تصنيع الزيرو,2,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,خط تصنيع الزيرو,3,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,الاكسترودر,4,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,الاكسترودر,5,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,الاكسترودر,6,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3 0.BELT.2 LUBRICATION,درامات التبريد,7,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,درامات التبريد,8,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3 0.BELT.2 LUBRICATION,الفستونـة,9,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
B3 0.BELT.2 LUBRICATION,الفستونـة,10,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3 0.BELT.2 LUBRICATION,الوايندر,11,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3 0.BELT.2 LUBRICATION,الوايندر,12,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C13,ماكينة سبليتر المطاط C13,1,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C13,ماكينة سبليتر المطاط C13,2,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C13,ماكينة سبليتر المطاط C13,3,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C13,ماكينة سبليتر المطاط C13,4,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C12,ماكينة السبليتر,1,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C12,ماكينة السبليتر,2,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C12,ماكينة السبليتر,3,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C12,وحدة الليت-اوف,4,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C12,وحدة الليت-اوف,5,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,وحدة القطع,6,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C12,وحدة القطع,7,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,وحدة الهيدروليك,8,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C12,وحدة الهيدروليك,9,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,الوايندر,10,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,الوايندر,11,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,1,ضبط وحدة الليت-اوف,380,60,1,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,2,سنترة دخول السلك للاكسترودر,380,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,3,معالجة اي تسريب زيت من الجيربوكس,310,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,4,معالجة أي تسريب مياه من روتارى جوينت الاكسترودر,360,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,5,بكفاءة Driving Coupling التأكد من عمل,380,45,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,6,التأكد من عمل الثرموريجيوليشن,470,60,2,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,7,معالجة أي تسريب مياه من الثرموريجيوليشن,360,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,8,الكشف على بلى طارات الفستون,440,120,1,12,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,9,ضبط اوضاع عمل الفستون,550,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,10,معالجة اي تسريب زيت من وحدة الهيدروليك,310,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,11,تغيير كاتينة الفستون,490,60,1,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,12,الكشف على طارات الفستون,440,60,1,12,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,13,التأكد من عمل البساتم بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Mechanical,ماكينة تصنيع طوق اليد,14,التأكد من اوضاع عمل الوايندر,550,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Lubrication,خط تصنيع الطوق,1,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.1 Lubrication,خط تصنيع الطوق,2,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.1 Lubrication,خط تصنيع الطوق,3,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Lubrication,الاكسترودر,4,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.1 Lubrication,الاكسترودر,5,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Lubrication,الاكسترودر,6,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.1 Lubrication,درامات التبريد,7,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Lubrication,درامات التبريد,8,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.1 Lubrication,الفستونـة,9,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Lubrication,الفستونـة,10,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.1 Lubrication,تقديم السلك,11,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.1 Lubrication,تقديم السلك,12,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.1 Lubrication,وحدة الهيدروليك,13,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.1 Lubrication,وحدة الهيدروليك,14,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.1 Lubrication,الوايندر,15,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.1 Lubrication,الوايندر,16,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,1,ضبط وحدة الليت-اوف,380,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,2,سنترة دخول السلك للاكسترودر,380,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,3,معالجة اي تسريب زيت من الجيربوكس,310,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,4,معالجة أي تسريب مياه من روتارى جوينت الاكسترودر,360,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,5,بكفاءة Driving Coupling التأكد من عمل,380,45,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,6,التأكد من عمل الثرموريجيوليشن,470,60,2,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,7,معالجة أي تسريب مياه من الثرموريجيوليشن,360,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,8,تغيير بلى طارات الفستون,440,120,1,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,9,ضبط اوضاع عمل الفستون,550,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,10,معالجة اي تسريب زيت من وحدة الهيدروليك,310,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,11,تغيير كاتينة الفستون,490,60,1,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,12,تغيير طارات الفستون,440,60,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,13,التأكد من عمل البساتم بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Mechanical,ماكينة تصنيع طوق اليد,14,التأكد من اوضاع عمل الوايندر,550,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Lubrication,خط تصنيع الطوق,1,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.2 Lubrication,خط تصنيع الطوق,2,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.2 Lubrication,خط تصنيع الطوق,3,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Lubrication,الاكسترودر,4,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.2 Lubrication,الاكسترودر,5,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Lubrication,الاكسترودر,6,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.2 Lubrication,درامات التبريد,7,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Lubrication,درامات التبريد,8,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.2 Lubrication,الفستونـة,9,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Lubrication,الفستونـة,10,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.2 Lubrication,تقديم السلك,11,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.2 Lubrication,تقديم السلك,12,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.2 Lubrication,وحدة الهيدروليك,13,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.2 Lubrication,وحدة الهيدروليك,14,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.2 Lubrication,الوايندر,15,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.2 Lubrication,الوايندر,16,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,1,ضبط وحدة الليت-اوف,380,60,1,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,2,سنترة دخول السلك للاكسترودر,380,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,3,معالجة اي تسريب زيت من الجيربوكس,310,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,4,معالجة أي تسريب مياه من روتارى جوينت الاكسترودر,360,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,5,بكفاءة Driving Coupling التأكد من عمل,380,45,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,6,التأكد من عمل الثرموريجيوليشن,470,60,2,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,7,معالجة أي تسريب مياه من الثرموريجيوليشن,360,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,8,الكشف على بلى طارات الفستون,440,120,1,12,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,9,ضبط اوضاع عمل الفستون,550,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,10,معالجة اي تسريب زيت من وحدة الهيدروليك,310,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,11,تغيير كاتينة الفستون,490,60,1,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,12,الكشف على طارات الفستون,440,60,1,12,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,13,التأكد من عمل البساتم بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Mechanical,ماكينة تصنيع طوق اليد,14,التأكد من اوضاع عمل الوايندر,550,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Lubrication,خط تصنيع الطوق,1,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.3 Lubrication,خط تصنيع الطوق,2,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.3 Lubrication,خط تصنيع الطوق,3,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Lubrication,الاكسترودر,4,زيت الهواء,610,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.3 Lubrication,الاكسترودر,5,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Lubrication,الاكسترودر,6,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.3 Lubrication,درامات التبريد,7,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Lubrication,درامات التبريد,8,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.3 Lubrication,الفستونـة,9,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Lubrication,الفستونـة,10,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.3 Lubrication,تقديم السلك,11,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.3 Lubrication,تقديم السلك,12,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.3 Lubrication,وحدة الهيدروليك,13,تنظيف,600,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
C14.3 Lubrication,وحدة الهيدروليك,14,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.3 Lubrication,الوايندر,15,تزييت,630,90,1,52,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14.3 Lubrication,الوايندر,16,تشحيم,620,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.4 Mechanical,ماكينة تصنيع طوق اليد,1,ضبط وحدة الليت-اوف,380,60,1,4,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,,x,,,
C14.4 Mechanical,ماكينة تصنيع طوق اليد,2,سنترة دخول السلك للاكسترودر,380,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
C14.4 Mechanical,ماكينة تصنيع طوق اليد,3,معالجة اي تسريب زيت من الجيربوكس,310,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
C14.4 Mechanical,ماكينة تصنيع طوق اليد,4,معالجة أي تسريب مياه من روتارى جوينت الاكسترودر,360,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
